customer_id,transaction_date,product_name,quantity,total_amount,status
CUST_1496,2023-09-22,USB-C Dock,1,180,Completed
CUST_1065,2023-08-21,Monitor 27in,20,7000,Completed
CUST_0698,2023-01-26,Monitor 27in,1,350,Completed
CUST_1857,2023-02-15,Ethernet Cable,2,50,Completed
CUST_0924,2022-10-21,Mechanical Keyboard,1,120,Completed
CUST_0076,2023-04-20,Monitor 27in,1,350,Completed
CUST_0560,2023-05-22,Gaming Laptop,1,1500,Completed
CUST_0757,2022-08-01,Enterprise Server,1,4500,Completed
CUST_1697,2023-06-15,Enterprise Server,2,9000,Completed
CUST_0040,2023-01-31,USB-C Dock,3,540,Completed
CUST_0862,2024-10-22,Ethernet Cable,2,50,Completed
CUST_1047,2023-01-01,Monitor 27in,1,350,Completed
CUST_0243,2023-07-04,Ethernet Cable,1,25,Completed
CUST_0053,2024-03-13,Enterprise Server,10,45000,Completed
CUST_0610,2024-08-20,USB-C Dock,1,180,Completed
CUST_0032,2023-04-14,USB-C Dock,1,180,Completed
CUST_0531,2022-02-22,Ethernet Cable,2,50,Completed
CUST_0951,2023-04-04,USB-C Dock,1,180,Completed
CUST_1313,2022-06-03,Monitor 27in,1,350,Completed
CUST_1177,2023-04-03,Ethernet Cable,3,75,Completed
CUST_1167,2024-06-04,Monitor 27in,1,350,Completed
CUST_1374,2023-08-07,Ethernet Cable,1,25,Completed
CUST_0191,2022-11-04,Enterprise Server,1,4500,Completed
CUST_0525,2024-05-10,Ethernet Cable,2,50,Completed
CUST_0219,2022-12-28,Enterprise Server,1,4500,Completed
CUST_1677,2023-10-21,USB-C Dock,1,180,Completed
CUST_0293,2022-10-29,Monitor 27in,3,1050,Completed
CUST_0976,2023-09-01,USB-C Dock,1,180,Completed
CUST_1143,2023-08-12,Ethernet Cable,1,25,Completed
CUST_0331,2024-06-16,Gaming Laptop,2,3000,Completed
CUST_1723,2023-08-08,Mechanical Keyboard,1,120,Completed
CUST_1563,2023-04-23,Mechanical Keyboard,1,120,Completed
CUST_0828,2023-11-19,USB-C Dock,5,900,Completed
CUST_0751,2023-10-22,Ethernet Cable,2,50,Completed
CUST_0050,2023-11-28,Ethernet Cable,3,75,Completed
CUST_1534,2024-07-05,Mechanical Keyboard,5,600,Completed
CUST_0726,2024-02-14,Gaming Laptop,1,1500,Completed
CUST_1873,2023-12-16,USB-C Dock,1,180,Completed
CUST_1918,2023-04-05,USB-C Dock,5,900,Completed
CUST_1694,2023-08-30,Gaming Laptop,1,-1500,Returned
CUST_1868,2023-01-02,Ethernet Cable,1,25,Completed
CUST_0111,2023-05-04,Ethernet Cable,2,50,Completed
CUST_0874,2024-02-17,Gaming Laptop,2,3000,Completed
CUST_0979,2023-02-21,Mechanical Keyboard,1,120,Completed
CUST_1153,2023-11-24,Enterprise Server,1,4500,Completed
CUST_1027,2023-03-27,Ethernet Cable,1,25,Completed
CUST_1746,2022-08-04,Monitor 27in,1,350,Completed
CUST_0792,2023-10-08,Mechanical Keyboard,1,120,Completed
CUST_1980,2022-08-21,Enterprise Server,1,4500,Completed
CUST_1803,2024-05-22,Monitor 27in,1,350,Completed
CUST_1781,2023-03-29,USB-C Dock,1,180,Completed
CUST_1966,2024-03-14,Ethernet Cable,1,25,Completed
CUST_0914,2022-12-15,Mechanical Keyboard,1,120,Completed
CUST_1849,2023-05-29,Enterprise Server,5,22500,Completed
CUST_1963,2022-11-03,Mechanical Keyboard,1,120,Completed
CUST_1937,2022-03-05,Gaming Laptop,1,1500,Completed
CUST_0458,2024-04-30,USB-C Dock,1,180,Completed
CUST_0766,2024-01-06,Ethernet Cable,1,25,Completed
CUST_0307,2022-11-01,Enterprise Server,1,4500,Completed
CUST_0268,2022-07-10,Enterprise Server,1,4500,Completed
CUST_1056,2023-07-01,Monitor 27in,1,350,Completed
CUST_0632,2023-09-03,Gaming Laptop,2,3000,Completed
CUST_0095,2024-06-30,Gaming Laptop,1,1500,Completed
CUST_0556,2022-04-30,Gaming Laptop,1,1500,Completed
CUST_1014,2023-01-26,USB-C Dock,3,540,Completed
CUST_0970,2023-09-13,Mechanical Keyboard,2,240,Completed
CUST_0716,2022-12-22,Mechanical Keyboard,1,120,Completed
CUST_0500,2024-03-23,Monitor 27in,20,7000,Completed
CUST_0230,2024-04-07,Ethernet Cable,1,25,Completed
CUST_0238,2022-11-29,USB-C Dock,2,360,Completed
CUST_1224,2023-05-26,Ethernet Cable,2,50,Completed
CUST_0421,2023-12-28,Mechanical Keyboard,5,600,Completed
CUST_1931,2022-11-26,Mechanical Keyboard,1,120,Completed
CUST_0594,2023-12-04,Gaming Laptop,1,1500,Completed
CUST_1514,2022-09-15,USB-C Dock,1,180,Completed
CUST_0348,2023-11-24,Enterprise Server,2,9000,Completed
CUST_0342,2022-08-09,Ethernet Cable,5,125,Completed
CUST_1337,2024-01-17,Monitor 27in,2,700,Completed
CUST_1784,2024-07-21,Monitor 27in,1,350,Completed
CUST_0526,2023-03-29,Monitor 27in,20,7000,Completed
CUST_1702,2022-12-03,Enterprise Server,1,-4500,Returned
CUST_0385,2022-08-26,USB-C Dock,3,540,Completed
CUST_1482,2023-06-22,Enterprise Server,1,4500,Completed
CUST_0273,2023-10-14,Enterprise Server,1,4500,Completed
CUST_0443,2022-03-02,Mechanical Keyboard,5,600,Completed
CUST_0331,2024-07-07,USB-C Dock,1,-180,Returned
CUST_0233,2023-12-15,Monitor 27in,1,350,Completed
CUST_0935,2024-02-06,Gaming Laptop,1,1500,Completed
CUST_0973,2023-07-01,Enterprise Server,1,4500,Completed
CUST_1981,2023-06-05,Monitor 27in,1,350,Completed
CUST_1814,2023-09-12,USB-C Dock,3,540,Completed
CUST_1739,2022-04-05,Ethernet Cable,1,25,Completed
CUST_0066,2022-08-12,Ethernet Cable,1,25,Completed
CUST_1401,2022-06-09,USB-C Dock,5,900,Completed
CUST_0053,2024-02-15,Mechanical Keyboard,2,240,Completed
CUST_0537,2022-12-13,Enterprise Server,5,22500,Completed
CUST_1803,2023-10-22,Gaming Laptop,2,3000,Completed
CUST_0745,2023-07-16,Mechanical Keyboard,2,240,Completed
CUST_1779,2024-01-13,USB-C Dock,2,360,Completed
CUST_0113,2023-09-09,Ethernet Cable,1,25,Completed
CUST_1721,2023-11-01,Enterprise Server,3,13500,Completed
CUST_1000,2022-10-22,Mechanical Keyboard,1,120,Completed
CUST_1339,2023-10-30,Monitor 27in,5,1750,Completed
CUST_1021,2024-05-09,USB-C Dock,1,180,Completed
CUST_1544,2022-08-15,Monitor 27in,3,1050,Completed
CUST_1435,2023-06-19,Monitor 27in,1,350,Completed
CUST_1844,2022-12-26,Monitor 27in,5,1750,Completed
CUST_1359,2024-01-11,Monitor 27in,1,350,Completed
CUST_1259,2023-08-28,Enterprise Server,1,4500,Completed
CUST_0277,2023-01-01,Enterprise Server,1,4500,Completed
CUST_0093,2023-02-13,Monitor 27in,1,350,Completed
CUST_0999,2023-06-19,Gaming Laptop,1,1500,Completed
CUST_1949,2023-07-17,Monitor 27in,1,350,Completed
CUST_1536,2023-02-15,Monitor 27in,1,350,Completed
CUST_0122,2023-01-27,USB-C Dock,3,540,Completed
CUST_1522,2024-07-06,Enterprise Server,1,4500,Completed
CUST_0228,2024-06-23,Monitor 27in,1,350,Completed
CUST_1334,2023-01-15,Gaming Laptop,1,1500,Completed
CUST_0651,2023-01-10,Gaming Laptop,10,15000,Completed
CUST_1940,2024-02-29,USB-C Dock,1,180,Completed
CUST_1902,2023-11-11,Monitor 27in,1,350,Completed
CUST_1758,2022-05-14,Monitor 27in,2,700,Completed
CUST_0338,2024-09-08,Ethernet Cable,3,75,Completed
CUST_0536,2023-02-24,Enterprise Server,5,22500,Completed
CUST_0540,2023-05-05,Monitor 27in,1,350,Completed
CUST_0080,2023-08-05,Mechanical Keyboard,3,360,Completed
CUST_1591,2024-05-31,Enterprise Server,1,4500,Completed
CUST_0107,2023-10-01,Mechanical Keyboard,1,120,Completed
CUST_1212,2023-03-31,Ethernet Cable,3,75,Completed
CUST_1430,2023-03-14,Enterprise Server,1,4500,Completed
CUST_0135,2024-01-28,USB-C Dock,1,180,Completed
CUST_1577,2024-04-01,Mechanical Keyboard,1,120,Completed
CUST_0815,2022-10-25,Gaming Laptop,20,30000,Completed
CUST_1787,2024-05-03,Enterprise Server,2,9000,Completed
CUST_1026,2023-07-18,Monitor 27in,3,1050,Completed
CUST_0583,2023-09-29,Enterprise Server,1,4500,Completed
CUST_0089,2023-11-28,Monitor 27in,1,350,Completed
CUST_0132,2023-05-30,Gaming Laptop,1,1500,Completed
CUST_0107,2023-03-12,USB-C Dock,1,180,Completed
CUST_1274,2023-08-16,Gaming Laptop,1,1500,Completed
CUST_1383,2023-09-16,USB-C Dock,1,180,Completed
CUST_0375,2023-06-24,Ethernet Cable,2,50,Completed
CUST_1996,2022-09-25,USB-C Dock,1,180,Completed
CUST_1837,2023-09-12,Ethernet Cable,3,75,Completed
CUST_0017,2023-06-10,Enterprise Server,1,4500,Completed
CUST_1864,2024-07-21,Ethernet Cable,1,25,Completed
CUST_1840,2022-12-24,Gaming Laptop,20,-30000,Returned
CUST_0918,2023-08-25,Ethernet Cable,1,25,Completed
CUST_1320,2023-08-30,Enterprise Server,2,9000,Completed
CUST_0378,2023-03-25,USB-C Dock,2,360,Completed
CUST_0769,2024-03-05,Monitor 27in,1,350,Completed
CUST_1722,2022-11-02,Monitor 27in,1,350,Completed
CUST_1715,2023-05-02,Mechanical Keyboard,5,600,Completed
CUST_1720,2024-08-02,Enterprise Server,2,9000,Completed
CUST_1780,2022-10-26,Enterprise Server,2,9000,Completed
CUST_1976,2023-11-01,Mechanical Keyboard,2,240,Completed
CUST_1268,2024-05-29,Gaming Laptop,1,1500,Completed
CUST_1467,2023-09-19,Gaming Laptop,1,1500,Completed
CUST_0393,2024-01-30,Ethernet Cable,1,25,Completed
CUST_0708,2023-12-10,Ethernet Cable,1,25,Completed
CUST_1751,2024-07-05,Mechanical Keyboard,1,120,Completed
CUST_1280,2023-07-30,Monitor 27in,2,700,Completed
CUST_0461,2023-09-08,Monitor 27in,1,350,Completed
CUST_1780,2023-03-12,Enterprise Server,1,4500,Completed
CUST_1951,2024-01-24,Enterprise Server,1,4500,Completed
CUST_1446,2023-01-08,Ethernet Cable,1,25,Completed
CUST_1187,2023-03-05,Mechanical Keyboard,1,120,Completed
CUST_1179,2023-02-04,Ethernet Cable,1,25,Completed
CUST_0504,2023-04-12,USB-C Dock,1,180,Completed
CUST_1259,2022-11-29,Ethernet Cable,1,25,Completed
CUST_1533,2022-12-07,Gaming Laptop,1,1500,Completed
CUST_0843,2023-05-23,Ethernet Cable,3,-75,Returned
CUST_0940,2024-08-31,Ethernet Cable,2,50,Completed
CUST_1874,2022-11-10,USB-C Dock,1,180,Completed
CUST_1437,2023-06-28,Ethernet Cable,5,125,Completed
CUST_1435,2023-07-13,Mechanical Keyboard,1,120,Completed
CUST_1486,2022-11-28,Enterprise Server,10,45000,Completed
CUST_0152,2023-08-11,Gaming Laptop,1,1500,Completed
CUST_0467,2023-02-17,Enterprise Server,1,4500,Completed
CUST_0878,2022-12-19,Ethernet Cable,5,125,Completed
CUST_1012,2023-02-08,Enterprise Server,1,-4500,Returned
CUST_0302,2022-07-01,Monitor 27in,1,350,Completed
CUST_1744,2023-06-03,Gaming Laptop,1,1500,Completed
CUST_1592,2023-07-10,Enterprise Server,1,4500,Completed
CUST_0848,2023-02-11,USB-C Dock,1,180,Completed
CUST_0652,2023-09-15,Monitor 27in,1,350,Completed
CUST_0542,2024-02-13,Mechanical Keyboard,10,1200,Completed
CUST_1922,2023-06-06,Monitor 27in,5,1750,Completed
CUST_1862,2023-06-01,USB-C Dock,1,180,Completed
CUST_1888,2022-10-01,Monitor 27in,1,350,Completed
CUST_1883,2023-10-27,Ethernet Cable,1,25,Completed
CUST_0114,2023-02-06,Ethernet Cable,1,25,Completed
CUST_0277,2022-11-19,USB-C Dock,1,180,Completed
CUST_0935,2024-02-07,Mechanical Keyboard,1,120,Completed
CUST_0156,2024-09-20,Gaming Laptop,1,1500,Completed
CUST_0256,2023-04-21,USB-C Dock,10,1800,Completed
CUST_1316,2023-08-26,USB-C Dock,1,180,Completed
CUST_1811,2023-03-28,Enterprise Server,1,4500,Completed
CUST_1754,2022-04-24,Gaming Laptop,1,1500,Completed
CUST_1660,2024-02-23,Mechanical Keyboard,1,120,Completed
CUST_1578,2023-07-05,Ethernet Cable,2,50,Completed
CUST_1701,2023-04-03,Monitor 27in,1,350,Completed
CUST_0610,2024-04-13,Gaming Laptop,3,4500,Completed
CUST_1471,2023-06-05,Gaming Laptop,1,1500,Completed
CUST_1750,2023-06-15,Ethernet Cable,3,75,Completed
CUST_1771,2022-07-25,Gaming Laptop,1,1500,Completed
CUST_1303,2022-10-13,Ethernet Cable,1,25,Completed
CUST_0932,2023-12-27,Gaming Laptop,1,1500,Completed
CUST_0153,2022-12-27,Enterprise Server,1,4500,Completed
CUST_0422,2022-12-26,Ethernet Cable,2,50,Completed
CUST_1689,2023-06-27,Mechanical Keyboard,1,120,Completed
CUST_1587,2022-05-10,Monitor 27in,2,700,Completed
CUST_1646,2022-12-21,Enterprise Server,2,9000,Completed
CUST_0651,2023-03-08,Enterprise Server,10,45000,Completed
CUST_1000,2023-03-25,Ethernet Cable,3,75,Completed
CUST_1297,2022-06-21,Enterprise Server,1,4500,Completed
CUST_1729,2022-09-08,Enterprise Server,1,4500,Completed
CUST_0003,2024-05-04,Mechanical Keyboard,1,120,Completed
CUST_1831,2023-11-07,Ethernet Cable,1,25,Completed
CUST_0577,2024-07-29,USB-C Dock,1,180,Completed
CUST_1027,2022-07-05,Enterprise Server,1,4500,Completed
CUST_1539,2024-05-20,USB-C Dock,2,360,Completed
CUST_1891,2023-02-11,Mechanical Keyboard,3,360,Completed
CUST_1712,2022-09-26,Monitor 27in,1,350,Completed
CUST_1329,2023-05-11,Enterprise Server,1,4500,Completed
CUST_1976,2023-11-06,Gaming Laptop,1,1500,Completed
CUST_0029,2024-10-07,Ethernet Cable,2,50,Completed
CUST_0397,2023-03-04,Gaming Laptop,3,4500,Completed
CUST_1355,2022-12-21,Ethernet Cable,1,25,Completed
CUST_0363,2023-01-30,Monitor 27in,3,1050,Completed
CUST_1608,2023-03-18,Monitor 27in,1,350,Completed
CUST_0682,2022-06-02,Ethernet Cable,1,25,Completed
CUST_0054,2022-06-23,Ethernet Cable,2,50,Completed
CUST_1161,2024-09-19,Gaming Laptop,2,3000,Completed
CUST_1652,2022-11-08,USB-C Dock,2,360,Completed
CUST_1648,2023-05-17,Monitor 27in,20,7000,Completed
CUST_0449,2024-05-05,Ethernet Cable,2,50,Completed
CUST_0164,2023-09-09,Monitor 27in,1,350,Completed
CUST_0938,2022-11-19,USB-C Dock,3,540,Completed
CUST_1782,2022-06-13,Monitor 27in,1,350,Completed
CUST_1156,2023-02-25,Enterprise Server,1,4500,Completed
CUST_0582,2024-01-11,Monitor 27in,2,700,Completed
CUST_1729,2023-03-19,Ethernet Cable,10,250,Completed
CUST_1006,2023-05-28,Ethernet Cable,3,75,Completed
CUST_1631,2022-08-25,Monitor 27in,3,1050,Completed
CUST_0895,2022-05-01,USB-C Dock,3,540,Completed
CUST_1494,2023-12-15,Enterprise Server,1,4500,Completed
CUST_1221,2023-06-18,USB-C Dock,1,180,Completed
CUST_1602,2023-12-03,Ethernet Cable,1,25,Completed
CUST_1408,2024-02-09,Mechanical Keyboard,3,360,Completed
CUST_0478,2023-09-19,USB-C Dock,5,900,Completed
CUST_1940,2024-06-21,Gaming Laptop,1,1500,Completed
CUST_1503,2023-09-14,Monitor 27in,1,350,Completed
CUST_0099,2024-06-20,USB-C Dock,1,180,Completed
CUST_0378,2022-11-04,Monitor 27in,1,350,Completed
CUST_1422,2022-09-05,Gaming Laptop,2,3000,Completed
CUST_1766,2024-09-19,Monitor 27in,1,350,Completed
CUST_0577,2024-08-09,Gaming Laptop,20,30000,Completed
CUST_0489,2024-03-17,Mechanical Keyboard,1,120,Completed
CUST_1755,2024-04-16,Enterprise Server,2,9000,Completed
CUST_0357,2024-08-01,Monitor 27in,1,350,Completed
CUST_1412,2022-05-11,Monitor 27in,1,350,Completed
CUST_0609,2023-12-26,Ethernet Cable,1,25,Completed
CUST_0504,2023-12-26,Gaming Laptop,3,4500,Completed
CUST_0293,2022-09-14,Ethernet Cable,2,50,Completed
CUST_0399,2022-12-18,Monitor 27in,1,350,Completed
CUST_1322,2022-04-28,Ethernet Cable,1,25,Completed
CUST_0530,2022-12-02,USB-C Dock,1,180,Completed
CUST_0795,2023-01-03,Mechanical Keyboard,2,240,Completed
CUST_1685,2023-02-04,Ethernet Cable,1,25,Completed
CUST_0423,2024-10-31,Ethernet Cable,1,25,Completed
CUST_0049,2024-04-14,USB-C Dock,2,360,Completed
CUST_0645,2022-07-14,Mechanical Keyboard,5,600,Completed
CUST_0362,2022-11-21,Ethernet Cable,1,25,Completed
CUST_1982,2022-10-07,Mechanical Keyboard,1,120,Completed
CUST_0809,2023-07-22,Monitor 27in,1,350,Completed
CUST_1187,2022-11-28,Enterprise Server,5,22500,Completed
CUST_1479,2022-08-11,Gaming Laptop,5,7500,Completed
CUST_1789,2023-05-28,Ethernet Cable,1,25,Completed
CUST_1808,2023-12-14,USB-C Dock,1,180,Completed
CUST_1918,2023-01-27,Mechanical Keyboard,1,120,Completed
CUST_0785,2023-06-19,USB-C Dock,1,180,Completed
CUST_0739,2022-09-16,Enterprise Server,1,4500,Completed
CUST_1354,2024-02-25,Mechanical Keyboard,1,120,Completed
CUST_1943,2024-03-10,USB-C Dock,1,180,Completed
CUST_1960,2023-11-02,Enterprise Server,1,4500,Completed
CUST_1874,2023-08-21,USB-C Dock,2,360,Completed
CUST_1767,2022-12-31,Ethernet Cable,1,25,Completed
CUST_1698,2024-07-01,Mechanical Keyboard,1,120,Completed
CUST_0498,2022-12-09,Gaming Laptop,1,1500,Completed
CUST_1619,2023-05-16,Mechanical Keyboard,1,120,Completed
CUST_0518,2022-07-02,Monitor 27in,3,1050,Completed
CUST_1952,2023-04-03,Monitor 27in,1,350,Completed
CUST_1116,2022-11-16,Enterprise Server,2,9000,Completed
CUST_0305,2024-02-28,Gaming Laptop,1,1500,Completed
CUST_1704,2023-05-13,Monitor 27in,1,350,Completed
CUST_1940,2023-12-16,Monitor 27in,2,700,Completed
CUST_0192,2023-11-14,Mechanical Keyboard,2,240,Completed
CUST_0631,2022-11-17,Mechanical Keyboard,2,240,Completed
CUST_0376,2023-02-10,Gaming Laptop,2,3000,Completed
CUST_1024,2023-09-30,Enterprise Server,1,4500,Completed
CUST_0770,2023-01-21,Mechanical Keyboard,1,120,Completed
CUST_0262,2023-07-24,Enterprise Server,3,13500,Completed
CUST_1962,2022-09-28,Monitor 27in,1,350,Completed
CUST_0992,2022-11-05,Mechanical Keyboard,1,120,Completed
CUST_0775,2022-08-31,Monitor 27in,2,700,Completed
CUST_0494,2024-02-22,Enterprise Server,20,90000,Completed
CUST_1228,2023-08-31,USB-C Dock,2,-360,Returned
CUST_1894,2022-12-26,Ethernet Cable,5,125,Completed
CUST_1391,2024-01-08,USB-C Dock,3,540,Completed
CUST_0762,2023-06-01,Ethernet Cable,2,-50,Returned
CUST_1856,2024-03-14,Gaming Laptop,1,1500,Completed
CUST_1645,2024-03-07,Monitor 27in,1,350,Completed
CUST_1314,2022-04-19,Ethernet Cable,2,50,Completed
CUST_1149,2023-11-03,USB-C Dock,1,180,Completed
CUST_1202,2022-11-16,USB-C Dock,1,180,Completed
CUST_1086,2024-10-24,USB-C Dock,1,180,Completed
CUST_1501,2023-06-19,Enterprise Server,1,4500,Completed
CUST_1435,2023-09-09,Ethernet Cable,1,25,Completed
CUST_0959,2024-02-01,Enterprise Server,3,13500,Completed
CUST_0896,2024-05-04,Mechanical Keyboard,2,240,Completed
CUST_0340,2024-10-14,Ethernet Cable,3,75,Completed
CUST_0171,2023-09-30,Ethernet Cable,1,25,Completed
CUST_0896,2024-05-17,Monitor 27in,2,700,Completed
CUST_1085,2024-03-27,Enterprise Server,1,4500,Completed
CUST_0598,2022-09-02,Mechanical Keyboard,1,120,Completed
CUST_1611,2022-12-10,Enterprise Server,1,4500,Completed
CUST_1676,2024-02-03,Mechanical Keyboard,2,240,Completed
CUST_1397,2022-05-26,Gaming Laptop,1,1500,Completed
CUST_0615,2023-04-16,Ethernet Cable,1,25,Completed
CUST_1041,2022-12-10,Gaming Laptop,5,7500,Completed
CUST_0896,2024-03-08,Gaming Laptop,5,7500,Completed
CUST_1013,2023-12-31,USB-C Dock,2,360,Completed
CUST_1915,2023-11-12,Monitor 27in,1,350,Completed
CUST_0934,2023-10-13,Gaming Laptop,1,1500,Completed
CUST_0429,2024-01-20,Ethernet Cable,1,25,Completed
CUST_1296,2023-12-25,USB-C Dock,3,540,Completed
CUST_0269,2023-02-11,Gaming Laptop,5,7500,Completed
CUST_0039,2023-12-23,Monitor 27in,2,700,Completed
CUST_1741,2024-05-23,Ethernet Cable,2,50,Completed
CUST_1574,2023-06-16,USB-C Dock,1,180,Completed
CUST_0624,2023-04-15,Gaming Laptop,1,1500,Completed
CUST_0933,2023-09-04,Monitor 27in,2,700,Completed
CUST_1092,2023-09-30,Enterprise Server,3,13500,Completed
CUST_1005,2024-01-13,Monitor 27in,3,1050,Completed
CUST_0261,2022-12-26,USB-C Dock,1,180,Completed
CUST_1371,2022-11-20,Monitor 27in,1,350,Completed
CUST_1734,2022-04-13,Mechanical Keyboard,1,120,Completed
CUST_0766,2023-11-02,USB-C Dock,1,180,Completed
CUST_1562,2023-09-12,Monitor 27in,1,350,Completed
CUST_1986,2024-10-07,Enterprise Server,2,9000,Completed
CUST_1980,2022-09-16,Ethernet Cable,1,25,Completed
CUST_0427,2023-09-15,Mechanical Keyboard,2,240,Completed
CUST_0748,2022-11-13,Gaming Laptop,2,3000,Completed
