customer_id,region,acquisition_channel,signup_date
CUST_0205,LATAM,Distributor,2023-03-03
CUST_0206,APAC,Direct Sales,2023-12-25
CUST_0207,LATAM,Online Web,2022-08-25
CUST_0208,North_America,Online Web,2023-02-23
CUST_0209,North_America,Distributor,2022-12-20
CUST_0210,EMEA,Distributor,2023-11-04
CUST_0211,EMEA,Direct Sales,2023-02-14
CUST_0212,EMEA,Distributor,2022-01-04
CUST_0213,LATAM,Online Web,2022-04-26
CUST_0214,North_America,Online Web,2023-05-29
CUST_0215,North_America,Online Web,2023-06-29
CUST_0216,LATAM,Direct Sales,2022-07-27
CUST_0217,EMEA,Online Web,2022-01-02
CUST_0218,EMEA,Direct Sales,2023-06-19
CUST_0219,APAC,Online Web,2022-11-14
CUST_0220,North_America,Distributor,2023-11-20
CUST_0221,North_America,Distributor,2022-06-21
CUST_0222,North_America,Distributor,2023-06-08
CUST_0223,LATAM,Online Web,2023-03-31
CUST_0224,North_America,Distributor,2022-07-30
CUST_0225,EMEA,Direct Sales,2022-09-28
CUST_0226,APAC,Direct Sales,2023-03-03
CUST_0227,North_America,Direct Sales,2023-04-25
CUST_0228,North_America,Direct Sales,2023-07-28
CUST_0229,EMEA,Direct Sales,2023-06-28
CUST_0230,North_America,Online Web,2023-10-04
CUST_0231,EMEA,Online Web,2023-09-27
CUST_0232,EMEA,Direct Sales,2023-10-09
CUST_0233,North_America,Online Web,2023-09-13
CUST_0234,APAC,Distributor,2022-10-22
CUST_0235,LATAM,Online Web,2022-07-25
CUST_0236,EMEA,Direct Sales,2022-01-22
CUST_0237,EMEA,Direct Sales,2022-04-18
CUST_0238,LATAM,Distributor,2022-11-11
CUST_0239,APAC,Online Web,2022-03-19
CUST_0240,APAC,Online Web,2023-08-18
CUST_0241,EMEA,Distributor,2022-02-02
CUST_0242,EMEA,Direct Sales,2022-03-01
CUST_0243,LATAM,Distributor,2023-03-03
CUST_0244,North_America,Direct Sales,2022-11-03
CUST_0245,North_America,Online Web,2023-01-14
CUST_0246,North_America,Direct Sales,2023-07-25
CUST_0247,EMEA,Direct Sales,2023-10-04
CUST_0248,EMEA,Direct Sales,2023-12-29
CUST_0249,North_America,Online Web,2023-08-26
CUST_0250,North_America,Direct Sales,2023-08-12
CUST_0251,EMEA,Direct Sales,2022-10-30
CUST_0252,LATAM,Distributor,2022-07-18
CUST_0253,LATAM,Direct Sales,2022-04-13
CUST_0254,North_America,Direct Sales,2023-02-09
CUST_0255,EMEA,Online Web,2023-02-13
CUST_0256,APAC,Online Web,2022-06-26
CUST_0257,EMEA,Direct Sales,2022-09-29
CUST_0258,APAC,Distributor,2023-04-17
CUST_0259,APAC,Direct Sales,2022-12-03
CUST_0260,North_America,Direct Sales,2022-05-12
CUST_0261,APAC,Direct Sales,2022-05-14
CUST_0262,EMEA,Distributor,2023-04-03
CUST_0263,North_America,Distributor,2023-12-13
CUST_0264,EMEA,Online Web,2023-12-20
CUST_0265,North_America,Online Web,2023-02-03
CUST_0266,North_America,Direct Sales,2023-03-05
CUST_0267,North_America,Direct Sales,2023-07-30
CUST_0268,North_America,Direct Sales,2022-07-03
CUST_0269,LATAM,Online Web,2023-01-04
CUST_0270,APAC,Direct Sales,2022-09-14
CUST_0271,North_America,Online Web,2022-08-01
CUST_0272,LATAM,Online Web,2022-10-08
CUST_0273,North_America,Direct Sales,2023-04-20
CUST_0274,North_America,Online Web,2023-08-10
CUST_0275,EMEA,Direct Sales,2023-12-18
CUST_0276,North_America,Direct Sales,2023-01-27
CUST_0277,EMEA,Direct Sales,2022-07-08
CUST_0278,EMEA,Direct Sales,2023-05-06
CUST_0279,APAC,Online Web,2023-08-10
CUST_0280,APAC,Direct Sales,2023-10-03
CUST_0281,LATAM,Direct Sales,2023-05-03
CUST_0282,EMEA,Online Web,2023-11-12
CUST_0283,APAC,Distributor,2022-06-23
CUST_0284,APAC,Distributor,2022-03-18
CUST_0285,APAC,Direct Sales,2023-06-29
CUST_0286,North_America,Distributor,2022-09-03
CUST_0287,EMEA,Direct Sales,2023-04-16
CUST_0288,APAC,Direct Sales,2023-06-20
CUST_0289,EMEA,Direct Sales,2022-01-16
CUST_0290,APAC,Distributor,2022-04-28
CUST_0291,EMEA,Direct Sales,2022-12-04
CUST_0292,North_America,Distributor,2023-05-21
CUST_0293,North_America,Online Web,2022-03-15
CUST_0294,North_America,Online Web,2022-12-10
CUST_0295,EMEA,Direct Sales,2023-11-02
CUST_0296,EMEA,Direct Sales,2022-01-05
CUST_0297,APAC,Direct Sales,2023-08-07
CUST_0298,North_America,Distributor,2023-11-28
CUST_0299,APAC,Distributor,2023-06-30
CUST_0300,North_America,Direct Sales,2022-10-09
CUST_0301,LATAM,Online Web,2023-10-11
CUST_0302,North_America,Direct Sales,2022-01-13
CUST_0303,APAC,Distributor,2023-08-20
CUST_0304,EMEA,Online Web,2022-11-23
CUST_0305,North_America,Online Web,2023-02-28
CUST_0306,LATAM,Online Web,2022-09-25
CUST_0307,North_America,Direct Sales,2022-06-19
CUST_0308,APAC,Online Web,2022-05-20
CUST_0309,North_America,Online Web,2023-08-26
CUST_0310,LATAM,Online Web,2022-02-18
CUST_0311,North_America,Online Web,2023-02-11
CUST_0312,APAC,Online Web,2022-02-07
CUST_0313,North_America,Online Web,2022-02-18
CUST_0314,North_America,Online Web,2022-12-17
CUST_0315,EMEA,Distributor,2023-06-08
CUST_0316,APAC,Distributor,2022-08-24
CUST_0317,EMEA,Distributor,2023-07-23
CUST_0318,North_America,Distributor,2022-10-27
CUST_0319,North_America,Direct Sales,2022-06-12
CUST_0320,North_America,Direct Sales,2023-03-26
CUST_0321,North_America,Direct Sales,2022-02-28
CUST_0322,APAC,Distributor,2023-12-14
CUST_0323,North_America,Direct Sales,2023-03-04
CUST_0324,APAC,Direct Sales,2022-08-24
CUST_0325,North_America,Online Web,2022-07-13
CUST_0326,North_America,Direct Sales,2022-04-30
CUST_0327,EMEA,Distributor,2023-05-12
CUST_0328,APAC,Direct Sales,2022-06-25
CUST_0329,APAC,Distributor,2022-10-07
CUST_0330,EMEA,Direct Sales,2022-10-10
CUST_0331,North_America,Online Web,2023-11-04
CUST_0332,EMEA,Online Web,2023-01-09
CUST_0333,LATAM,Direct Sales,2022-03-14
CUST_0334,APAC,Online Web,2023-07-28
CUST_0335,North_America,Distributor,2022-07-22
CUST_0336,EMEA,Online Web,2023-07-27
CUST_0337,EMEA,Online Web,2022-06-27
CUST_0338,APAC,Distributor,2023-12-20
CUST_0339,North_America,Direct Sales,2022-12-29
CUST_0340,EMEA,Direct Sales,2023-10-31
CUST_0341,EMEA,Direct Sales,2023-07-02
CUST_0342,North_America,Direct Sales,2022-03-25
CUST_0343,APAC,Distributor,2023-11-26
CUST_0344,EMEA,Online Web,2022-04-27
CUST_0345,LATAM,Distributor,2022-05-09
CUST_0346,APAC,Distributor,2022-05-21
CUST_0347,EMEA,Online Web,2022-06-03
CUST_0348,EMEA,Distributor,2023-07-13
CUST_0349,EMEA,Distributor,2022-03-30
CUST_0350,LATAM,Online Web,2022-02-03
CUST_0351,North_America,Online Web,2023-06-10
CUST_0352,APAC,Distributor,2023-10-25
CUST_0353,North_America,Distributor,2023-01-24
CUST_0354,North_America,Distributor,2022-06-20
CUST_0355,North_America,Online Web,2022-12-29
CUST_0356,EMEA,Direct Sales,2022-08-26
CUST_0357,EMEA,Online Web,2023-09-22
CUST_0358,EMEA,Online Web,2023-09-15
CUST_0359,EMEA,Distributor,2023-09-18
CUST_0360,North_America,Online Web,2022-06-14
CUST_0361,LATAM,Distributor,2022-12-15
CUST_0362,EMEA,Online Web,2022-02-24
CUST_0363,North_America,Online Web,2022-12-17
CUST_0364,North_America,Distributor,2023-10-03
CUST_0365,APAC,Distributor,2023-03-23
CUST_0366,North_America,Online Web,2022-07-12
CUST_0367,EMEA,Online Web,2022-11-11
CUST_0368,LATAM,Online Web,2022-07-03
CUST_0369,EMEA,Distributor,2022-04-24
CUST_0370,EMEA,Direct Sales,2022-05-31
CUST_0371,North_America,Online Web,2023-05-24
CUST_0372,APAC,Direct Sales,2023-10-21
CUST_0373,APAC,Online Web,2023-06-18
CUST_0374,North_America,Direct Sales,2022-01-13
CUST_0375,North_America,Direct Sales,2022-08-25
CUST_0376,EMEA,Distributor,2023-01-21
CUST_0377,EMEA,Direct Sales,2023-11-30
CUST_0378,APAC,Distributor,2022-04-10
CUST_0379,LATAM,Direct Sales,2022-08-30
CUST_0380,North_America,Direct Sales,2023-08-04
CUST_0381,North_America,Online Web,2023-03-31
CUST_0382,North_America,Direct Sales,2023-09-09
CUST_0383,EMEA,Direct Sales,2022-03-24
CUST_0384,North_America,Online Web,2022-06-15
CUST_0385,EMEA,Online Web,2022-06-20
CUST_0386,EMEA,Online Web,2023-03-31
CUST_0387,North_America,Distributor,2023-01-18
CUST_0388,APAC,Online Web,2022-09-17
CUST_0389,APAC,Online Web,2022-11-17
CUST_0390,North_America,Direct Sales,2023-08-27
CUST_0391,EMEA,Online Web,2022-02-16
CUST_0392,EMEA,Distributor,2023-08-22
CUST_0393,North_America,Direct Sales,2023-02-11
CUST_0394,North_America,Online Web,2022-01-21
CUST_0395,APAC,Distributor,2022-11-04
CUST_0396,North_America,Direct Sales,2022-06-12
CUST_0397,North_America,Distributor,2022-05-16
CUST_0398,North_America,Direct Sales,2022-01-12
CUST_0399,EMEA,Online Web,2022-10-20
CUST_0400,LATAM,Online Web,2023-07-24
CUST_0401,EMEA,Direct Sales,2022-10-30
CUST_0402,APAC,Direct Sales,2022-10-25
CUST_0403,APAC,Online Web,2022-05-07
CUST_0404,EMEA,Online Web,2023-05-20
CUST_0405,North_America,Distributor,2023-03-14
CUST_0406,North_America,Online Web,2022-03-16
CUST_0407,APAC,Online Web,2022-02-11
CUST_0408,APAC,Distributor,2022-12-29
CUST_0409,EMEA,Distributor,2022-06-17
CUST_0410,EMEA,Online Web,2023-09-14
CUST_0411,EMEA,Online Web,2023-12-01
CUST_0412,EMEA,Online Web,2022-11-21
CUST_0413,APAC,Online Web,2022-12-09
CUST_0414,North_America,Direct Sales,2023-11-11
CUST_0415,EMEA,Direct Sales,2022-12-01
CUST_0416,North_America,Online Web,2022-02-05
CUST_0417,North_America,Distributor,2023-01-21
CUST_0418,North_America,Online Web,2022-10-05
CUST_0419,EMEA,Distributor,2023-09-17
CUST_0420,EMEA,Distributor,2022-08-21
CUST_0421,APAC,Online Web,2023-07-16
CUST_0422,North_America,Direct Sales,2022-06-04
CUST_0423,LATAM,Online Web,2023-12-12
CUST_0424,EMEA,Online Web,2023-11-22
CUST_0425,APAC,Direct Sales,2022-01-19
CUST_0426,North_America,Distributor,2022-10-23
CUST_0427,North_America,Online Web,2023-02-14
CUST_0428,EMEA,Online Web,2023-03-06
CUST_0429,EMEA,Online Web,2023-06-09
CUST_0430,EMEA,Distributor,2022-08-22
CUST_0431,North_America,Direct Sales,2022-06-28
CUST_0432,APAC,Direct Sales,2023-06-21
CUST_0433,APAC,Distributor,2023-02-21
CUST_0434,LATAM,Distributor,2022-02-25
CUST_0435,North_America,Direct Sales,2022-08-06
CUST_0436,EMEA,Online Web,2022-09-05
CUST_0437,EMEA,Distributor,2023-10-26
CUST_0438,EMEA,Direct Sales,2022-09-24
CUST_0439,North_America,Direct Sales,2022-06-17
CUST_0440,North_America,Online Web,2023-08-04
CUST_0441,LATAM,Online Web,2022-04-07
CUST_0442,LATAM,Distributor,2023-03-22
CUST_0443,APAC,Direct Sales,2022-01-05
CUST_0444,EMEA,Distributor,2023-08-03
CUST_0445,APAC,Direct Sales,2022-01-30
CUST_0446,North_America,Direct Sales,2022-07-26
CUST_0447,North_America,Online Web,2022-05-15
CUST_0448,North_America,Online Web,2022-07-04
CUST_0449,EMEA,Distributor,2023-10-07
CUST_0450,LATAM,Direct Sales,2022-11-04
CUST_0451,EMEA,Direct Sales,2022-03-04
CUST_0452,APAC,Online Web,2022-09-18
CUST_0453,APAC,Distributor,2022-07-07
CUST_0454,North_America,Distributor,2023-08-17
CUST_0455,North_America,Direct Sales,2023-03-17
CUST_0456,North_America,Online Web,2022-06-02
CUST_0457,EMEA,Direct Sales,2022-01-04
CUST_0458,LATAM,Online Web,2023-10-22
CUST_0459,North_America,Direct Sales,2022-02-06
CUST_0460,APAC,Online Web,2023-05-31
CUST_0461,EMEA,Online Web,2023-02-10
CUST_0462,North_America,Direct Sales,2023-04-02
CUST_0463,APAC,Distributor,2022-03-17
CUST_0464,North_America,Distributor,2022-06-19
CUST_0465,North_America,Online Web,2023-08-26
CUST_0466,EMEA,Distributor,2022-08-27
CUST_0467,EMEA,Online Web,2022-12-16
CUST_0468,APAC,Direct Sales,2023-03-22
CUST_0469,EMEA,Direct Sales,2022-05-16
CUST_0470,EMEA,Online Web,2023-05-05
CUST_0471,North_America,Distributor,2023-09-19
CUST_0472,LATAM,Distributor,2022-04-04
CUST_0473,North_America,Direct Sales,2023-01-14
CUST_0474,EMEA,Distributor,2023-05-30
CUST_0475,APAC,Online Web,2022-06-13
CUST_0476,North_America,Online Web,2022-08-27
CUST_0477,North_America,Distributor,2023-08-10
CUST_0478,EMEA,Online Web,2023-05-12
CUST_0479,EMEA,Online Web,2022-08-02
CUST_0480,North_America,Online Web,2022-04-13
CUST_0481,APAC,Distributor,2023-03-23
CUST_0482,North_America,Distributor,2023-09-19
CUST_0483,LATAM,Distributor,2022-07-26
CUST_0484,LATAM,Distributor,2022-06-27
CUST_0485,LATAM,Distributor,2022-05-18
CUST_0486,APAC,Direct Sales,2023-05-02
CUST_0487,APAC,Direct Sales,2022-09-12
CUST_0488,APAC,Distributor,2022-06-26
CUST_0489,North_America,Direct Sales,2023-12-04
CUST_0490,North_America,Distributor,2022-09-20
CUST_0491,North_America,Distributor,2022-06-21
CUST_0492,North_America,Online Web,2023-10-30
CUST_0493,APAC,Online Web,2023-06-13
CUST_0494,North_America,Distributor,2023-11-20
CUST_0495,LATAM,Distributor,2023-06-01
CUST_0496,EMEA,Online Web,2023-07-11
CUST_0497,LATAM,Online Web,2022-03-21
CUST_0498,EMEA,Online Web,2022-08-29
CUST_0499,LATAM,Distributor,2022-09-04
CUST_0500,EMEA,Distributor,2023-06-22
CUST_0501,EMEA,Online Web,2022-08-21
CUST_0502,APAC,Direct Sales,2023-12-05
CUST_0503,North_America,Direct Sales,2023-12-23
CUST_0504,North_America,Direct Sales,2023-03-08
CUST_0505,LATAM,Direct Sales,2023-02-09
CUST_0506,EMEA,Online Web,2023-06-21
CUST_0507,North_America,Direct Sales,2023-07-29
CUST_0508,North_America,Distributor,2022-03-16
CUST_0509,North_America,Direct Sales,2022-09-05
CUST_0510,North_America,Direct Sales,2022-09-14
CUST_0511,LATAM,Online Web,2022-11-28
CUST_0512,North_America,Online Web,2023-08-02
CUST_0513,EMEA,Online Web,2022-12-09
CUST_0514,North_America,Distributor,2023-05-23
CUST_0515,EMEA,Online Web,2022-07-13
CUST_0516,LATAM,Online Web,2022-04-10
CUST_0517,EMEA,Online Web,2023-10-05
CUST_0518,EMEA,Direct Sales,2022-01-31
CUST_0519,APAC,Online Web,2022-02-09
CUST_0520,APAC,Distributor,2023-03-24
CUST_0521,North_America,Direct Sales,2022-03-05
CUST_0522,North_America,Online Web,2022-11-19
CUST_0523,LATAM,Direct Sales,2022-07-14
CUST_0524,EMEA,Online Web,2022-02-21
CUST_0525,APAC,Direct Sales,2023-11-10
CUST_0526,EMEA,Distributor,2022-10-27
CUST_0527,North_America,Online Web,2022-07-09
CUST_0528,North_America,Online Web,2022-10-02
CUST_0529,APAC,Distributor,2023-11-19
CUST_0530,APAC,Distributor,2022-09-19
CUST_0531,North_America,Direct Sales,2022-01-11
CUST_0532,EMEA,Direct Sales,2023-08-15
CUST_0533,EMEA,Direct Sales,2023-06-28
CUST_0534,LATAM,Distributor,2022-10-30
CUST_0535,North_America,Direct Sales,2022-07-20
CUST_0536,EMEA,Distributor,2023-01-09
CUST_0537,EMEA,Direct Sales,2022-04-27
CUST_0538,North_America,Distributor,2022-06-13
CUST_0539,EMEA,Distributor,2022-12-19
CUST_0540,North_America,Distributor,2023-02-03
CUST_0541,APAC,Distributor,2022-05-26
CUST_0542,APAC,Direct Sales,2023-12-15
CUST_0543,North_America,Distributor,2022-11-09
CUST_0544,EMEA,Distributor,2023-06-28
CUST_0545,EMEA,Direct Sales,2022-09-24
CUST_0546,APAC,Online Web,2022-07-22
CUST_0547,LATAM,Distributor,2023-04-09
CUST_0548,North_America,Direct Sales,2022-02-27
CUST_0549,APAC,Online Web,2022-01-28
CUST_0550,North_America,Direct Sales,2022-12-30
CUST_0551,APAC,Direct Sales,2022-08-26
CUST_0552,North_America,Direct Sales,2022-05-25
CUST_0553,EMEA,Online Web,2023-09-15
CUST_0554,APAC,Online Web,2022-03-22
CUST_0555,APAC,Direct Sales,2023-01-24
CUST_0556,EMEA,Online Web,2022-01-19
CUST_0557,LATAM,Distributor,2023-01-03
CUST_0558,EMEA,Online Web,2022-11-22
CUST_0559,APAC,Direct Sales,2023-01-20
CUST_0560,North_America,Distributor,2022-09-08
CUST_0561,North_America,Online Web,2023-07-06
CUST_0562,EMEA,Online Web,2022-06-07
CUST_0563,EMEA,Distributor,2022-03-17
CUST_0564,North_America,Distributor,2022-01-23
CUST_0565,North_America,Distributor,2022-01-30
CUST_0566,LATAM,Online Web,2022-06-30
CUST_0567,North_America,Direct Sales,2022-08-05
CUST_0568,North_America,Online Web,2022-08-16
CUST_0569,North_America,Direct Sales,2022-12-18
CUST_0570,North_America,Direct Sales,2023-09-28
CUST_0571,APAC,Online Web,2022-09-20
CUST_0572,North_America,Direct Sales,2022-03-14
CUST_0573,North_America,Distributor,2023-10-23
CUST_0574,North_America,Distributor,2022-01-01
CUST_0575,APAC,Distributor,2023-03-21
CUST_0576,North_America,Direct Sales,2022-04-27
CUST_0577,EMEA,Distributor,2023-11-05
CUST_0578,North_America,Online Web,2023-03-23
