customer_id	transaction_date	product_name	quantity	total_amount	status	region	adquisition_channel	sinup_date
CUST_1850	10/06/2023	USB-C Dock	1	180	Completed	North_America	Direct Sales	21/08/2022
CUST_1119	15/12/2023	Ethernet Cable	2	50	Completed	APAC	Online Web	26/08/2023
CUST_1671	28/03/2023	Gaming Laptop	1	1500	Completed	EMEA	Distributor	03/12/2022
CUST_0733	27/02/2023	Gaming Laptop	2	3000	Completed	LATAM	Distributor	26/03/2022
CUST_0596	27/07/2022	Gaming Laptop	1	1500	Completed	North_America	Distributor	07/03/2022
CUST_1353	20/09/2023	USB-C Dock	2	360	Completed	APAC	Distributor	21/07/2023
CUST_1305	29/03/2023	Gaming Laptop	2	-3000	Returned	North_America	Distributor	31/03/2022
CUST_0340	19/04/2024	Mechanical Keyboard	5	600	Completed	EMEA	Direct Sales	31/10/2023
CUST_1543	09/08/2022	Enterprise Server	3	13500	Completed	North_America	Distributor	31/05/2022
CUST_0389	22/09/2023	Gaming Laptop	1	1500	Completed	APAC	Online Web	17/11/2022
CUST_0941	06/02/2022	USB-C Dock	5	900	Completed	EMEA	Direct Sales	03/02/2022
CUST_0773	20/07/2024	Gaming Laptop	2	3000	Completed	APAC	Online Web	24/09/2023
CUST_0069	01/08/2023	Mechanical Keyboard	2	240	Completed	APAC	Online Web	01/05/2023
CUST_1207	05/07/2023	Gaming Laptop	1	1500	Completed	North_America	Online Web	09/05/2023
CUST_0121	11/04/2024	Monitor 27in	1	350	Completed	EMEA	Direct Sales	26/11/2023
CUST_1166	14/12/2022	Ethernet Cable	2	50	Completed	North_America	Online Web	05/11/2022
CUST_1485	30/01/2024	Gaming Laptop	5	7500	Completed	LATAM	Direct Sales	09/06/2023
CUST_0695	25/10/2023	Gaming Laptop	10	15000	Completed	LATAM	Direct Sales	30/04/2023
CUST_1009	06/12/2022	Ethernet Cable	1	25	Completed	LATAM	Direct Sales	23/11/2022
CUST_0387	25/05/2023	Enterprise Server	1	4500	Completed	North_America	Distributor	18/01/2023
CUST_0037	11/11/2023	Ethernet Cable	1	25	Completed	EMEA	Direct Sales	26/04/2023
CUST_1965	19/12/2022	USB-C Dock	3	540	Completed	North_America	Distributor	20/11/2022
CUST_0315	13/04/2024	Monitor 27in	1	350	Completed	EMEA	Distributor	08/06/2023
CUST_1732	01/09/2023	Enterprise Server	1	4500	Completed	LATAM	Direct Sales	23/11/2022
CUST_0118	27/01/2023	Monitor 27in	3	1050	Completed	North_America	Online Web	01/05/2022
CUST_1306	14/05/2023	USB-C Dock	1	180	Completed	North_America	Online Web	23/06/2022
CUST_1312	17/03/2022	Mechanical Keyboard	1	120	Completed	APAC	Direct Sales	12/03/2022
CUST_0909	19/09/2023	USB-C Dock	5	900	Completed	EMEA	Direct Sales	03/07/2023
CUST_1314	15/06/2022	USB-C Dock	1	180	Completed	North_America	Direct Sales	20/01/2022
CUST_1527	06/08/2023	USB-C Dock	1	180	Completed	North_America	Direct Sales	27/01/2023
CUST_1017	29/04/2022	Ethernet Cable	1	25	Completed	EMEA	Online Web	19/02/2022
CUST_1037	15/09/2022	Gaming Laptop	2	3000	Completed	North_America	Online Web	07/03/2022
CUST_1854	13/11/2022	Monitor 27in	1	350	Completed	North_America	Direct Sales	03/08/2022
CUST_0000	30/05/2023	Gaming Laptop	2	3000	Completed	EMEA	Distributor	18/02/2023
CUST_1776	11/07/2023	USB-C Dock	5	900	Completed	North_America	Direct Sales	05/11/2022
CUST_1657	31/10/2022	USB-C Dock	1	180	Completed	North_America	Online Web	15/02/2022
CUST_0332	15/03/2023	Monitor 27in	2	700	Completed	EMEA	Online Web	09/01/2023
CUST_1978	01/12/2022	Monitor 27in	10	3500	Completed	APAC	Direct Sales	03/05/2022
CUST_0766	14/11/2023	Mechanical Keyboard	3	-360	Returned	APAC	Direct Sales	01/06/2023
CUST_1373	25/03/2024	USB-C Dock	2	360	Completed	North_America	Direct Sales	14/06/2023
CUST_1246	25/08/2022	Enterprise Server	3	13500	Completed	North_America	Online Web	29/05/2022
CUST_0371	12/12/2023	Ethernet Cable	1	25	Completed	North_America	Online Web	24/05/2023
CUST_0388	14/11/2022	Gaming Laptop	2	3000	Completed	APAC	Online Web	17/09/2022
CUST_0559	30/08/2023	Enterprise Server	3	13500	Completed	APAC	Direct Sales	20/01/2023
CUST_1354	23/11/2023	Ethernet Cable	1	25	Completed	EMEA	Direct Sales	03/03/2023
CUST_1724	14/07/2023	Mechanical Keyboard	1	120	Completed	North_America	Distributor	27/05/2023
CUST_1443	10/04/2024	Gaming Laptop	2	3000	Completed	EMEA	Distributor	18/09/2023
CUST_1873	09/01/2024	Monitor 27in	1	350	Completed	EMEA	Direct Sales	15/11/2023
CUST_0122	25/02/2023	Monitor 27in	2	700	Completed	EMEA	Distributor	16/03/2022
CUST_0755	07/05/2024	Gaming Laptop	1	1500	Completed	LATAM	Online Web	19/10/2023
CUST_1463	17/06/2023	USB-C Dock	1	180	Completed	EMEA	Distributor	15/10/2022
CUST_1204	22/10/2022	Enterprise Server	5	-22500	Returned	EMEA	Direct Sales	22/03/2022
CUST_0699	30/05/2024	Gaming Laptop	1	1500	Completed	APAC	Distributor	05/09/2023
CUST_1335	21/02/2024	USB-C Dock	1	180	Completed	EMEA	Online Web	07/11/2023
CUST_1175	23/07/2023	Enterprise Server	2	9000	Completed	North_America	Direct Sales	03/07/2023
CUST_1763	02/09/2022	USB-C Dock	1	180	Completed	EMEA	Distributor	01/06/2022
CUST_0887	10/07/2023	Enterprise Server	1	-4500	Returned	APAC	Online Web	29/01/2023
CUST_0222	21/09/2023	Monitor 27in	1	350	Completed	North_America	Distributor	08/06/2023
CUST_1496	22/09/2023	USB-C Dock	1	180	Completed	EMEA	Direct Sales	17/06/2023
CUST_1065	21/08/2023	Monitor 27in	20	7000	Completed	North_America	Direct Sales	24/07/2023
CUST_0698	26/01/2023	Monitor 27in	1	350	Completed	LATAM	Online Web	25/10/2022
CUST_1857	15/02/2023	Ethernet Cable	2	50	Completed	APAC	Online Web	17/02/2022
CUST_0924	21/10/2022	Mechanical Keyboard	1	120	Completed	EMEA	Online Web	15/02/2022
CUST_0076	20/04/2023	Monitor 27in	1	350	Completed	APAC	Distributor	27/05/2022
CUST_0560	22/05/2023	Gaming Laptop	1	1500	Completed	North_America	Distributor	08/09/2022
CUST_0757	01/08/2022	Enterprise Server	1	4500	Completed	APAC	Online Web	02/04/2022
CUST_1697	15/06/2023	Enterprise Server	2	9000	Completed	North_America	Direct Sales	08/04/2023
CUST_0040	31/01/2023	USB-C Dock	3	540	Completed	EMEA	Direct Sales	13/02/2022
CUST_0862	22/10/2024	Ethernet Cable	2	50	Completed	APAC	Direct Sales	12/11/2023
CUST_1047	01/01/2023	Monitor 27in	1	350	Completed	North_America	Direct Sales	24/08/2022
CUST_0243	04/07/2023	Ethernet Cable	1	25	Completed	LATAM	Distributor	03/03/2023
CUST_0053	13/03/2024	Enterprise Server	10	45000	Completed	LATAM	Distributor	19/04/2023
CUST_0610	20/08/2024	USB-C Dock	1	180	Completed	APAC	Direct Sales	13/11/2023
CUST_0032	14/04/2023	USB-C Dock	1	180	Completed	EMEA	Distributor	13/12/2022
CUST_0531	22/02/2022	Ethernet Cable	2	50	Completed	North_America	Direct Sales	11/01/2022
CUST_0951	04/04/2023	USB-C Dock	1	180	Completed	EMEA	Online Web	23/12/2022
CUST_1313	03/06/2022	Monitor 27in	1	350	Completed	EMEA	Direct Sales	22/03/2022
CUST_1177	03/04/2023	Ethernet Cable	3	75	Completed	North_America	Direct Sales	03/04/2022
CUST_1167	04/06/2024	Monitor 27in	1	350	Completed	North_America	Distributor	23/10/2023
CUST_1374	07/08/2023	Ethernet Cable	1	25	Completed	North_America	Online Web	03/07/2023
CUST_0191	04/11/2022	Enterprise Server	1	4500	Completed	EMEA	Direct Sales	22/07/2022
CUST_0525	10/05/2024	Ethernet Cable	2	50	Completed	APAC	Direct Sales	10/11/2023
CUST_0219	28/12/2022	Enterprise Server	1	4500	Completed	APAC	Online Web	14/11/2022
CUST_1677	21/10/2023	USB-C Dock	1	180	Completed	EMEA	Online Web	06/05/2023
CUST_0293	29/10/2022	Monitor 27in	3	1050	Completed	North_America	Online Web	15/03/2022
CUST_0976	01/09/2023	USB-C Dock	1	180	Completed	APAC	Online Web	06/05/2023
CUST_1143	12/08/2023	Ethernet Cable	1	25	Completed	APAC	Distributor	11/01/2023
CUST_0331	16/06/2024	Gaming Laptop	2	3000	Completed	North_America	Online Web	04/11/2023
CUST_1723	08/08/2023	Mechanical Keyboard	1	120	Completed	EMEA	Online Web	13/06/2023
CUST_1563	23/04/2023	Mechanical Keyboard	1	120	Completed	North_America	Online Web	23/07/2022
CUST_0828	19/11/2023	USB-C Dock	5	900	Completed	APAC	Distributor	13/10/2023
CUST_0751	22/10/2023	Ethernet Cable	2	50	Completed	North_America	Direct Sales	14/11/2022
CUST_0050	28/11/2023	Ethernet Cable	3	75	Completed	EMEA	Distributor	16/06/2023
CUST_1534	05/07/2024	Mechanical Keyboard	5	600	Completed	EMEA	Direct Sales	27/08/2023
CUST_0726	14/02/2024	Gaming Laptop	1	1500	Completed	APAC	Online Web	22/03/2023
CUST_1873	16/12/2023	USB-C Dock	1	180	Completed	EMEA	Direct Sales	15/11/2023
CUST_1918	05/04/2023	USB-C Dock	5	900	Completed	North_America	Online Web	17/01/2023
CUST_1694	30/08/2023	Gaming Laptop	1	-1500	Returned	EMEA	Online Web	30/04/2023
CUST_1868	02/01/2023	Ethernet Cable	1	25	Completed	EMEA	Direct Sales	18/08/2022
CUST_0111	04/05/2023	Ethernet Cable	2	50	Completed	EMEA	Online Web	30/05/2022
CUST_0874	17/02/2024	Gaming Laptop	2	3000	Completed	EMEA	Online Web	16/07/2023
CUST_0979	21/02/2023	Mechanical Keyboard	1	120	Completed	APAC	Distributor	26/06/2022
CUST_1153	24/11/2023	Enterprise Server	1	4500	Completed	APAC	Online Web	19/08/2023
CUST_1027	27/03/2023	Ethernet Cable	1	25	Completed	APAC	Online Web	01/05/2022
CUST_1746	04/08/2022	Monitor 27in	1	350	Completed	North_America	Distributor	10/03/2022
CUST_0792	08/10/2023	Mechanical Keyboard	1	120	Completed	North_America	Direct Sales	11/09/2023
CUST_1980	21/08/2022	Enterprise Server	1	4500	Completed	EMEA	Distributor	04/05/2022
CUST_1803	22/05/2024	Monitor 27in	1	350	Completed	EMEA	Distributor	07/10/2023
CUST_1781	29/03/2023	USB-C Dock	1	180	Completed	APAC	Direct Sales	08/06/2022
CUST_1966	14/03/2024	Ethernet Cable	1	25	Completed	EMEA	Online Web	19/05/2023
CUST_0914	15/12/2022	Mechanical Keyboard	1	120	Completed	North_America	Distributor	16/01/2022
CUST_1849	29/05/2023	Enterprise Server	5	22500	Completed	EMEA	Distributor	05/07/2022
CUST_1963	03/11/2022	Mechanical Keyboard	1	120	Completed	EMEA	Online Web	20/04/2022
CUST_1937	05/03/2022	Gaming Laptop	1	1500	Completed	EMEA	Online Web	21/02/2022
CUST_0458	30/04/2024	USB-C Dock	1	180	Completed	LATAM	Online Web	22/10/2023
CUST_0766	06/01/2024	Ethernet Cable	1	25	Completed	APAC	Direct Sales	01/06/2023
CUST_0307	01/11/2022	Enterprise Server	1	4500	Completed	North_America	Direct Sales	19/06/2022
CUST_0268	10/07/2022	Enterprise Server	1	4500	Completed	North_America	Direct Sales	03/07/2022
CUST_1056	01/07/2023	Monitor 27in	1	350	Completed	North_America	Direct Sales	24/01/2023
CUST_0632	03/09/2023	Gaming Laptop	2	3000	Completed	North_America	Online Web	21/10/2022
CUST_0095	30/06/2024	Gaming Laptop	1	1500	Completed	North_America	Online Web	13/12/2023
CUST_0556	30/04/2022	Gaming Laptop	1	1500	Completed	EMEA	Online Web	19/01/2022
CUST_1014	26/01/2023	USB-C Dock	3	540	Completed	LATAM	Direct Sales	25/05/2022
CUST_0970	13/09/2023	Mechanical Keyboard	2	240	Completed	North_America	Online Web	03/02/2023
CUST_0716	22/12/2022	Mechanical Keyboard	1	120	Completed	North_America	Online Web	12/05/2022
CUST_0500	23/03/2024	Monitor 27in	20	7000	Completed	EMEA	Distributor	22/06/2023
CUST_0230	07/04/2024	Ethernet Cable	1	25	Completed	North_America	Online Web	04/10/2023
CUST_0238	29/11/2022	USB-C Dock	2	360	Completed	LATAM	Distributor	11/11/2022
CUST_1224	26/05/2023	Ethernet Cable	2	50	Completed	North_America	Online Web	21/06/2022
CUST_0421	28/12/2023	Mechanical Keyboard	5	600	Completed	APAC	Online Web	16/07/2023
CUST_1931	26/11/2022	Mechanical Keyboard	1	120	Completed	North_America	Online Web	27/07/2022
CUST_0594	04/12/2023	Gaming Laptop	1	1500	Completed	EMEA	Direct Sales	28/06/2023
CUST_1514	15/09/2022	USB-C Dock	1	180	Completed	APAC	Direct Sales	03/05/2022
CUST_0348	24/11/2023	Enterprise Server	2	9000	Completed	EMEA	Distributor	13/07/2023
CUST_0342	09/08/2022	Ethernet Cable	5	125	Completed	North_America	Direct Sales	25/03/2022
CUST_1337	17/01/2024	Monitor 27in	2	700	Completed	EMEA	Distributor	06/09/2023
CUST_1784	21/07/2024	Monitor 27in	1	350	Completed	EMEA	Online Web	05/12/2023
CUST_0526	29/03/2023	Monitor 27in	20	7000	Completed	EMEA	Distributor	27/10/2022
CUST_1702	03/12/2022	Enterprise Server	1	-4500	Returned	EMEA	Online Web	01/03/2022
CUST_0385	26/08/2022	USB-C Dock	3	540	Completed	EMEA	Online Web	20/06/2022
CUST_1482	22/06/2023	Enterprise Server	1	4500	Completed	North_America	Distributor	19/07/2022
CUST_0273	14/10/2023	Enterprise Server	1	4500	Completed	North_America	Direct Sales	20/04/2023
CUST_0443	02/03/2022	Mechanical Keyboard	5	600	Completed	APAC	Direct Sales	05/01/2022
CUST_0331	07/07/2024	USB-C Dock	1	-180	Returned	North_America	Online Web	04/11/2023
CUST_0233	15/12/2023	Monitor 27in	1	350	Completed	North_America	Online Web	13/09/2023
CUST_0935	06/02/2024	Gaming Laptop	1	1500	Completed	EMEA	Direct Sales	16/09/2023
CUST_0973	01/07/2023	Enterprise Server	1	4500	Completed	APAC	Online Web	24/09/2022
CUST_1981	05/06/2023	Monitor 27in	1	350	Completed	APAC	Distributor	17/04/2023
CUST_1814	12/09/2023	USB-C Dock	3	540	Completed	EMEA	Distributor	04/04/2023
CUST_1739	05/04/2022	Ethernet Cable	1	25	Completed	LATAM	Distributor	09/01/2022
CUST_0066	12/08/2022	Ethernet Cable	1	25	Completed	North_America	Distributor	23/04/2022
CUST_1401	09/06/2022	USB-C Dock	5	900	Completed	EMEA	Distributor	13/03/2022
CUST_0053	15/02/2024	Mechanical Keyboard	2	240	Completed	LATAM	Distributor	19/04/2023
CUST_0537	13/12/2022	Enterprise Server	5	22500	Completed	EMEA	Direct Sales	27/04/2022
CUST_1803	22/10/2023	Gaming Laptop	2	3000	Completed	EMEA	Distributor	07/10/2023
CUST_0745	16/07/2023	Mechanical Keyboard	2	240	Completed	North_America	Online Web	02/11/2022
CUST_1779	13/01/2024	USB-C Dock	2	360	Completed	North_America	Online Web	19/04/2023
CUST_0113	09/09/2023	Ethernet Cable	1	25	Completed	North_America	Direct Sales	29/07/2023
CUST_1721	01/11/2023	Enterprise Server	3	13500	Completed	North_America	Online Web	14/11/2022
CUST_1000	22/10/2022	Mechanical Keyboard	1	120	Completed	APAC	Online Web	19/06/2022
CUST_1339	30/10/2023	Monitor 27in	5	1750	Completed	EMEA	Distributor	16/10/2023
CUST_1021	09/05/2024	USB-C Dock	1	180	Completed	North_America	Direct Sales	16/11/2023
CUST_1544	15/08/2022	Monitor 27in	3	1050	Completed	APAC	Online Web	03/08/2022
CUST_1435	19/06/2023	Monitor 27in	1	350	Completed	EMEA	Distributor	17/01/2023
CUST_1844	26/12/2022	Monitor 27in	5	1750	Completed	APAC	Online Web	01/12/2022
CUST_1359	11/01/2024	Monitor 27in	1	350	Completed	North_America	Online Web	08/05/2023
CUST_1259	28/08/2023	Enterprise Server	1	4500	Completed	North_America	Direct Sales	17/09/2022
CUST_0277	01/01/2023	Enterprise Server	1	4500	Completed	EMEA	Direct Sales	08/07/2022
CUST_0093	13/02/2023	Monitor 27in	1	350	Completed	North_America	Online Web	10/05/2022
CUST_0999	19/06/2023	Gaming Laptop	1	1500	Completed	EMEA	Direct Sales	19/01/2023
CUST_1949	17/07/2023	Monitor 27in	1	350	Completed	EMEA	Online Web	18/04/2023
CUST_1536	15/02/2023	Monitor 27in	1	350	Completed	North_America	Direct Sales	27/03/2022
CUST_0122	27/01/2023	USB-C Dock	3	540	Completed	EMEA	Distributor	16/03/2022
CUST_1522	06/07/2024	Enterprise Server	1	4500	Completed	North_America	Online Web	03/08/2023
CUST_0228	23/06/2024	Monitor 27in	1	350	Completed	North_America	Direct Sales	28/07/2023
CUST_1334	15/01/2023	Gaming Laptop	1	1500	Completed	North_America	Distributor	15/11/2022
CUST_0651	10/01/2023	Gaming Laptop	10	15000	Completed	APAC	Direct Sales	16/07/2022
CUST_1940	29/02/2024	USB-C Dock	1	180	Completed	EMEA	Online Web	21/11/2023
CUST_1902	11/11/2023	Monitor 27in	1	350	Completed	LATAM	Distributor	04/04/2023
CUST_1758	14/05/2022	Monitor 27in	2	700	Completed	EMEA	Online Web	07/02/2022
CUST_0338	08/09/2024	Ethernet Cable	3	75	Completed	APAC	Distributor	20/12/2023
CUST_0536	24/02/2023	Enterprise Server	5	22500	Completed	EMEA	Distributor	09/01/2023
CUST_0540	05/05/2023	Monitor 27in	1	350	Completed	North_America	Distributor	03/02/2023
CUST_0080	05/08/2023	Mechanical Keyboard	3	360	Completed	EMEA	Direct Sales	26/01/2023
CUST_1591	31/05/2024	Enterprise Server	1	4500	Completed	EMEA	Distributor	26/11/2023
CUST_0107	01/10/2023	Mechanical Keyboard	1	120	Completed	North_America	Distributor	31/10/2022
CUST_1212	31/03/2023	Ethernet Cable	3	75	Completed	LATAM	Online Web	25/04/2022
CUST_1430	14/03/2023	Enterprise Server	1	4500	Completed	EMEA	Online Web	24/12/2022
CUST_0135	28/01/2024	USB-C Dock	1	180	Completed	North_America	Online Web	01/03/2023
CUST_1577	01/04/2024	Mechanical Keyboard	1	120	Completed	North_America	Online Web	21/04/2023
CUST_0815	25/10/2022	Gaming Laptop	20	30000	Completed	LATAM	Direct Sales	27/06/2022
CUST_1787	03/05/2024	Enterprise Server	2	9000	Completed	EMEA	Online Web	06/06/2023
CUST_1026	18/07/2023	Monitor 27in	3	1050	Completed	EMEA	Distributor	28/05/2023
CUST_0583	29/09/2023	Enterprise Server	1	4500	Completed	LATAM	Direct Sales	10/03/2023
CUST_0089	28/11/2023	Monitor 27in	1	350	Completed	EMEA	Direct Sales	30/03/2023
CUST_0132	30/05/2023	Gaming Laptop	1	1500	Completed	EMEA	Direct Sales	11/12/2022
CUST_0107	12/03/2023	USB-C Dock	1	180	Completed	North_America	Distributor	31/10/2022
CUST_1274	16/08/2023	Gaming Laptop	1	1500	Completed	APAC	Online Web	04/01/2023
CUST_1383	16/09/2023	USB-C Dock	1	180	Completed	APAC	Distributor	05/10/2022
CUST_0375	24/06/2023	Ethernet Cable	2	50	Completed	North_America	Direct Sales	25/08/2022
CUST_1996	25/09/2022	USB-C Dock	1	180	Completed	APAC	Online Web	03/06/2022
CUST_1837	12/09/2023	Ethernet Cable	3	75	Completed	North_America	Direct Sales	04/11/2022
CUST_0017	10/06/2023	Enterprise Server	1	4500	Completed	EMEA	Online Web	17/05/2023
CUST_1864	21/07/2024	Ethernet Cable	1	25	Completed	APAC	Online Web	29/12/2023
CUST_1840	24/12/2022	Gaming Laptop	20	-30000	Returned	LATAM	Direct Sales	13/05/2022
CUST_0918	25/08/2023	Ethernet Cable	1	25	Completed	APAC	Direct Sales	22/06/2023
CUST_1320	30/08/2023	Enterprise Server	2	9000	Completed	EMEA	Online Web	30/01/2023
CUST_0378	25/03/2023	USB-C Dock	2	360	Completed	APAC	Distributor	10/04/2022
CUST_0769	05/03/2024	Monitor 27in	1	350	Completed	EMEA	Direct Sales	27/10/2023
CUST_1722	02/11/2022	Monitor 27in	1	350	Completed	EMEA	Distributor	09/04/2022
CUST_1715	02/05/2023	Mechanical Keyboard	5	600	Completed	North_America	Online Web	22/12/2022
CUST_1720	02/08/2024	Enterprise Server	2	9000	Completed	LATAM	Direct Sales	04/08/2023
CUST_1780	26/10/2022	Enterprise Server	2	9000	Completed	EMEA	Distributor	17/08/2022
CUST_1976	01/11/2023	Mechanical Keyboard	2	240	Completed	EMEA	Distributor	19/08/2023
CUST_1268	29/05/2024	Gaming Laptop	1	1500	Completed	LATAM	Distributor	29/08/2023
CUST_1467	19/09/2023	Gaming Laptop	1	1500	Completed	EMEA	Direct Sales	23/01/2023
CUST_0393	30/01/2024	Ethernet Cable	1	25	Completed	North_America	Direct Sales	11/02/2023
CUST_0708	10/12/2023	Ethernet Cable	1	25	Completed	LATAM	Online Web	12/10/2023
CUST_1751	05/07/2024	Mechanical Keyboard	1	120	Completed	APAC	Direct Sales	24/09/2023
CUST_1280	30/07/2023	Monitor 27in	2	700	Completed	North_America	Distributor	06/06/2023
CUST_0461	08/09/2023	Monitor 27in	1	350	Completed	EMEA	Online Web	10/02/2023
CUST_1780	12/03/2023	Enterprise Server	1	4500	Completed	EMEA	Distributor	17/08/2022
CUST_1951	24/01/2024	Enterprise Server	1	4500	Completed	APAC	Direct Sales	17/04/2023
CUST_1446	08/01/2023	Ethernet Cable	1	25	Completed	North_America	Online Web	15/04/2022
CUST_1187	05/03/2023	Mechanical Keyboard	1	120	Completed	LATAM	Online Web	29/06/2022
CUST_1179	04/02/2023	Ethernet Cable	1	25	Completed	LATAM	Distributor	21/04/2022
CUST_0504	12/04/2023	USB-C Dock	1	180	Completed	North_America	Direct Sales	08/03/2023
CUST_1259	29/11/2022	Ethernet Cable	1	25	Completed	North_America	Direct Sales	17/09/2022
CUST_1533	07/12/2022	Gaming Laptop	1	1500	Completed	EMEA	Distributor	31/07/2022
CUST_0843	23/05/2023	Ethernet Cable	3	-75	Returned	LATAM	Direct Sales	22/01/2023
CUST_0940	31/08/2024	Ethernet Cable	2	50	Completed	LATAM	Distributor	03/10/2023
CUST_1874	10/11/2022	USB-C Dock	1	180	Completed	EMEA	Online Web	28/08/2022
CUST_1437	28/06/2023	Ethernet Cable	5	125	Completed	EMEA	Distributor	06/09/2022
CUST_1435	13/07/2023	Mechanical Keyboard	1	120	Completed	EMEA	Distributor	17/01/2023
CUST_1486	28/11/2022	Enterprise Server	10	45000	Completed	EMEA	Distributor	16/04/2022
CUST_0152	11/08/2023	Gaming Laptop	1	1500	Completed	APAC	Direct Sales	18/11/2022
CUST_0467	17/02/2023	Enterprise Server	1	4500	Completed	EMEA	Online Web	16/12/2022
CUST_0878	19/12/2022	Ethernet Cable	5	125	Completed	LATAM	Direct Sales	26/05/2022
CUST_1012	08/02/2023	Enterprise Server	1	-4500	Returned	North_America	Distributor	02/12/2022
CUST_0302	01/07/2022	Monitor 27in	1	350	Completed	North_America	Direct Sales	13/01/2022
CUST_1744	03/06/2023	Gaming Laptop	1	1500	Completed	North_America	Distributor	16/01/2023
CUST_1592	10/07/2023	Enterprise Server	1	4500	Completed	EMEA	Distributor	01/07/2023
CUST_0848	11/02/2023	USB-C Dock	1	180	Completed	APAC	Online Web	18/05/2022
CUST_0652	15/09/2023	Monitor 27in	1	350	Completed	North_America	Online Web	10/03/2023
CUST_0542	13/02/2024	Mechanical Keyboard	10	1200	Completed	APAC	Direct Sales	15/12/2023
CUST_1922	06/06/2023	Monitor 27in	5	1750	Completed	North_America	Distributor	05/03/2023
CUST_1862	01/06/2023	USB-C Dock	1	180	Completed	LATAM	Online Web	04/04/2023
CUST_1888	01/10/2022	Monitor 27in	1	350	Completed	North_America	Distributor	18/08/2022
CUST_1883	27/10/2023	Ethernet Cable	1	25	Completed	APAC	Online Web	13/09/2023
CUST_0114	06/02/2023	Ethernet Cable	1	25	Completed	APAC	Direct Sales	23/11/2022
CUST_0277	19/11/2022	USB-C Dock	1	180	Completed	EMEA	Direct Sales	08/07/2022
CUST_0935	07/02/2024	Mechanical Keyboard	1	120	Completed	EMEA	Direct Sales	16/09/2023
